Time,BAHADURABAD
2022-12-20T00:00:00.000000+0000,54.596
2022-12-21T00:00:00.000000+0000,98.532
2022-12-22T00:00:00.000000+0000,129.059
2022-12-23T00:00:00.000000+0000,160.192
2022-12-24T00:00:00.000000+0000,154.823
2022-12-25T00:00:00.000000+0000,104.740
2022-12-26T00:00:00.000000+0000,63.175
2022-12-27T00:00:00.000000+0000,44.649
2022-12-28T00:00:00.000000+0000,33.690
2022-12-29T00:00:00.000000+0000,29.831
2022-12-30T00:00:00.000000+0000,22.875
2022-12-31T00:00:00.000000+0000,48.151
2023-01-01T00:00:00.000000+0000,51.970
2023-01-02T00:00:00.000000+0000,55.948
2023-01-03T00:00:00.000000+0000,102.365
2023-01-04T00:00:00.000000+0000,153.633
2023-01-05T00:00:00.000000+0000,148.477
2023-01-06T00:00:00.000000+0000,119.568
2023-01-07T00:00:00.000000+0000,83.531
